Sr. No.,Restaurant ID,Country Code,City,Has Table booking,Has Online delivery,Service_Availability,,,,,,,
1586,309987,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1587,18358183,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1588,304713,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1589,18396200,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1590,301358,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1591,6834,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1592,6835,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1593,302041,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1594,310412,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1595,18350120,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1596,301989,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1597,2107,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1598,1029,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1599,18144475,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1600,18331053,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1601,18383525,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1602,1019,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1603,18311926,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1604,302037,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1605,18396397,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1606,302027,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1607,306938,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1608,17977759,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1609,309986,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1610,301800,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1611,2177,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1612,304718,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1613,310493,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1614,18017239,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1615,18372397,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1616,304700,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1617,18492087,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1618,18396391,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1619,18370499,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1620,18336543,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1621,3603,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1622,313043,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1623,230,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1624,18322641,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1625,18391155,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1626,18285742,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1627,18285725,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1628,18383488,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1629,18285745,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1630,18391159,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1631,18391132,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1632,18272387,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1633,8651,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1634,18291436,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1635,301936,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1636,18264717,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1637,7083,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1638,312105,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1639,18311942,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1640,18430874,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1641,18144481,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1642,18264977,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1643,303859,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1644,5106,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1645,308726,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1646,303209,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1647,18375401,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1648,18396428,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1649,18396178,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1650,18346735,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1651,303697,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1652,18463987,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1653,18463989,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1654,304771,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1655,311850,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1656,18471289,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1657,18324432,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1658,18476508,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1659,18350153,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1660,18472669,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1661,18463993,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1662,18476498,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1663,18471248,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1664,18464002,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1665,18478377,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1666,18244261,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1667,18274332,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1668,18460280,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1669,18263500,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1670,18463994,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1671,18449816,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1672,309341,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1673,18423904,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1674,18462613,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1675,18396180,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1676,303865,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1677,7096,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1678,18463972,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1679,18463996,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1680,18463992,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1681,18393708,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1682,306037,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1683,5720,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1684,5721,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1685,1670,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1686,7573,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1687,3243,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1688,305171,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1689,3536,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1690,6743,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1691,18458663,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1692,312269,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1693,308732,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1694,6747,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1695,6804,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1696,301506,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1697,1284,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1698,1313,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1699,301737,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1700,18455518,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1701,18398606,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1702,309030,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1703,3909,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1704,4290,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1705,1452,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1706,303779,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1707,554,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1708,3953,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1709,18368009,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1710,305242,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1711,18419914,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1712,303730,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1713,18462214,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1714,309272,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1715,18311957,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1716,18218304,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1717,18252419,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1718,606,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1719,18133490,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1720,18291476,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1721,2071,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1722,18445653,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1723,18466800,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1724,303743,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1725,300174,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1726,18461280,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1727,6709,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1728,18070491,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1729,302907,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1730,889,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1731,18337904,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1732,18415355,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1733,853,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1734,2620,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1735,310155,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1736,5061,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1737,18460326,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1738,18471259,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1739,4122,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1740,1140,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1741,1145,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1742,887,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1743,18461599,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1744,18387990,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1745,9169,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1746,5129,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1747,1131,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1748,303747,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1749,329,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1750,303765,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1751,7225,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1752,18382626,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1753,5068,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1754,18500628,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1755,18268726,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1756,6913,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1757,18398604,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1758,300156,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1759,18241516,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1760,311166,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1761,18025110,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1762,308223,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1763,6832,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1764,18286626,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1765,311770,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1766,301221,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1767,8833,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1768,312438,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1769,18153548,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1770,18449792,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1771,18380639,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1772,17953920,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1773,2154,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1774,18384112,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1775,9646,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1776,18482069,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1777,18451168,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1778,18492042,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1779,310632,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1780,18481290,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1781,18469972,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1782,18342375,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1783,310515,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1784,18449658,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1785,18396426,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1786,18489522,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1787,18444299,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1788,18449785,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1789,18449662,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1790,18432664,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1791,304793,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1792,302256,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1793,18312631,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1794,18449666,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1795,18396191,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1796,302251,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1797,18466943,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1798,18238248,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1799,18420426,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1800,18466973,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1801,18446482,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1802,18372325,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1803,18291458,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1804,18485789,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1805,313477,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1806,18133515,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1807,18312451,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1808,18312606,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1809,18144444,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1810,18492641,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1811,18463956,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1812,18365988,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1813,18463970,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1814,309867,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1815,18412887,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1816,18423107,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1817,4121,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1818,305072,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1819,18421938,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1820,18481321,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1821,18489829,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1822,18414487,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1823,18449656,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1824,313105,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1825,300772,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1826,836,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1827,3606,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1828,305996,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1829,18418247,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1830,18365987,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1831,18337894,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1832,4398,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1833,18336483,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1834,496,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1835,4133,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1836,5065,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1837,313393,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1838,5052,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1839,18128900,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1840,309339,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1841,5104,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1842,18254529,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1843,17953909,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1844,310203,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1845,18238250,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1846,305272,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1847,1851,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1848,18446415,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1849,18261703,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1850,18241517,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1851,18252386,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1852,18281955,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1853,4959,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1854,18037822,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1855,3575,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1856,18273972,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1857,8430,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1858,18157413,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1859,18422475,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1860,18435794,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1861,18429166,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1862,18264995,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1863,18025114,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1864,310799,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1865,306719,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1866,18285721,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1867,598,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1868,300066,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1869,18396412,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1870,18249121,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1871,18241877,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1872,310461,1,Gurgaon,Yes,No,Any_one-Service_Available,,,,,,,
1873,18385781,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1874,18360098,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1875,300491,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1876,307678,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1877,18352295,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1878,18451594,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1879,18391176,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1880,313456,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1881,304518,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1882,6896,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1883,18441701,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1884,4154,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1885,18376925,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1886,2180,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1887,18224532,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1888,18356357,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1889,18175268,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1890,5004,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1891,308617,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1892,304351,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1893,18354655,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1894,18391141,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1895,18492062,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1896,18324806,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1897,18354665,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1898,309543,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1899,18419875,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1900,18358189,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1901,18352250,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1902,18435789,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1903,308199,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1904,18393717,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1905,18458642,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1906,18458635,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1907,18447121,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1908,18313136,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1909,18358175,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1910,18357944,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1911,18384132,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1912,18458643,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1913,18292436,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1914,18345759,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1915,18352657,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1916,18458637,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1917,18352655,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1918,18458641,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1919,304142,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1920,18433016,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1921,312683,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1922,18037824,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1923,303848,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1924,18273536,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1925,18291450,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1926,18345780,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1927,18303712,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1928,309021,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1929,306477,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1930,18303698,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1931,18381664,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1932,18161601,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1933,18279913,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1934,18268733,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1935,18204811,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1936,18476542,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1937,18279459,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1938,18409216,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1939,313408,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1940,18345770,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1941,18499475,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1942,18034069,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1943,18396431,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1944,18392211,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1945,18291213,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1946,18350136,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1947,310454,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1948,18446413,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1949,18499471,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1950,18124387,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1951,18499459,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1952,894,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1953,5079,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1954,18289241,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1955,18352682,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1956,18352658,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1957,18241896,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1958,18363062,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1959,18380197,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1960,18472639,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1961,18351822,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1962,18388168,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1963,18472449,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1964,18314053,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1965,300654,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1966,18144467,1,Gurgaon,Yes,Yes,Both_Services_Available,,,,,,,
1967,18332527,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1968,18423797,1,Gurgaon,No,No,No_Service_Available,,,,,,,
1969,18265424,1,Gurgaon,No,Yes,Any_one-Service_Available,,,,,,,
1970,311534,1,Gurgaon,No,No,No_Service_Available,,,,,,,
